state_abbreviation,PUMA,Citizens,PopPerSqMile,SimpleAge,Sex,CollegeGrad,Race5,AvgIncome
GA,1400,620,1079.4,Under,Male,Grad,R5_Asian,19509
GA,1400,2940,1079.4,Under,Male,Grad,R5_WhiteNonLatinx,58941
GA,1400,12953,1079.4,EqualOrOver,Female,NonGrad,R5_Black,17891
GA,1400,367,1079.4,EqualOrOver,Female,NonGrad,R5_Latinx,40816
GA,1400,712,1079.4,EqualOrOver,Female,NonGrad,R5_Asian,12342
GA,1400,11083,1079.4,EqualOrOver,Female,NonGrad,R5_WhiteNonLatinx,23483
GA,1400,3811,1079.4,EqualOrOver,Female,Grad,R5_Black,47697
GA,1400,196,1079.4,EqualOrOver,Female,Grad,R5_Latinx,17811
GA,1400,59,1079.4,EqualOrOver,Female,Grad,R5_Asian,0
GA,1400,4699,1079.4,EqualOrOver,Female,Grad,R5_WhiteNonLatinx,47011
GA,1400,51,1079.4,EqualOrOver,Male,NonGrad,R5_Other,61000
GA,1400,10535,1079.4,EqualOrOver,Male,NonGrad,R5_Black,27691
GA,1400,207,1079.4,EqualOrOver,Male,NonGrad,R5_Latinx,27011
GA,1400,415,1079.4,EqualOrOver,Male,NonGrad,R5_Asian,15573
GA,1400,9008,1079.4,EqualOrOver,Male,NonGrad,R5_WhiteNonLatinx,49851
GA,1400,2049,1079.4,EqualOrOver,Male,Grad,R5_Black,46757
GA,1400,45,1079.4,EqualOrOver,Male,Grad,R5_Latinx,50000
GA,1400,111,1079.4,EqualOrOver,Male,Grad,R5_Asian,310886
GA,1400,4471,1079.4,EqualOrOver,Male,Grad,R5_WhiteNonLatinx,91311
GA,1500,319,849.1,Under,Female,NonGrad,R5_Other,9153
GA,1500,7528,849.1,Under,Female,NonGrad,R5_Black,16469
GA,1500,494,849.1,Under,Female,NonGrad,R5_Latinx,9385
GA,1500,268,849.1,Under,Female,NonGrad,R5_Asian,18600
GA,1500,7407,849.1,Under,Female,NonGrad,R5_WhiteNonLatinx,15701
GA,1500,467,849.1,Under,Female,Grad,R5_Other,28426
GA,1500,4183,849.1,Under,Female,Grad,R5_Black,41670
GA,1500,66,849.1,Under,Female,Grad,R5_Latinx,0
GA,1500,357,849.1,Under,Female,Grad,R5_Asian,37238
GA,1500,8554,849.1,Under,Female,Grad,R5_WhiteNonLatinx,24448
GA,1500,956,849.1,Under,Male,NonGrad,R5_Other,38155
GA,1500,6696,849.1,Under,Male,NonGrad,R5_Black,25339
GA,1500,1286,849.1,Under,Male,NonGrad,R5_Latinx,17301
GA,1500,9458,849.1,Under,Male,NonGrad,R5_WhiteNonLatinx,38188
GA,1500,3234,849.1,Under,Male,Grad,R5_Black,33520
GA,1500,996,849.1,Under,Male,Grad,R5_Latinx,464506
GA,1500,565,849.1,Under,Male,Grad,R5_Asian,37637
GA,1500,5819,849.1,Under,Male,Grad,R5_WhiteNonLatinx,60299
GA,1500,870,849.1,EqualOrOver,Female,NonGrad,R5_Other,54794
GA,1500,6888,849.1,EqualOrOver,Female,NonGrad,R5_Black,28966
GA,1500,201,849.1,EqualOrOver,Female,NonGrad,R5_Latinx,3276
GA,1500,473,849.1,EqualOrOver,Female,NonGrad,R5_Asian,31600
GA,1500,16048,849.1,EqualOrOver,Female,NonGrad,R5_WhiteNonLatinx,28741
GA,1500,2795,849.1,EqualOrOver,Female,Grad,R5_Black,52072
GA,1500,211,849.1,EqualOrOver,Female,Grad,R5_Latinx,98000
GA,1500,89,849.1,EqualOrOver,Female,Grad,R5_Asian,80000
GA,1500,5771,849.1,EqualOrOver,Female,Grad,R5_WhiteNonLatinx,51649
GA,1500,42,849.1,EqualOrOver,Male,NonGrad,R5_Other,1551
GA,1500,5882,849.1,EqualOrOver,Male,NonGrad,R5_Black,40545
GA,1500,188,849.1,EqualOrOver,Male,NonGrad,R5_Asian,26218
GA,1500,13990,849.1,EqualOrOver,Male,NonGrad,R5_WhiteNonLatinx,48613
GA,1500,1683,849.1,EqualOrOver,Male,Grad,R5_Black,53924
GA,1500,275,849.1,EqualOrOver,Male,Grad,R5_Latinx,43000
GA,1500,119,849.1,EqualOrOver,Male,Grad,R5_Asian,182250
GA,1500,5736,849.1,EqualOrOver,Male,Grad,R5_WhiteNonLatinx,104201
GA,1600,2050,118.8,Under,Female,NonGrad,R5_Other,7793
GA,1600,7506,118.8,Under,Female,NonGrad,R5_Black,17590
GA,1600,157,118.8,Under,Female,NonGrad,R5_Latinx,24247
GA,1600,0,118.8,Under,Female,NonGrad,R5_Asian,5000
GA,1600,11725,118.8,Under,Female,NonGrad,R5_WhiteNonLatinx,15762
GA,1600,167,118.8,Under,Female,Grad,R5_Other,12790
GA,1600,3923,118.8,Under,Female,Grad,R5_Black,19834
GA,1600,116,118.8,Under,Female,Grad,R5_Asian,295
GA,1600,6497,118.8,Under,Female,Grad,R5_WhiteNonLatinx,24103
GA,1600,521,118.8,Under,Male,NonGrad,R5_Other,17316
GA,1600,8414,118.8,Under,Male,NonGrad,R5_Black,24694
GA,1600,169,118.8,Under,Male,NonGrad,R5_Latinx,2372
GA,1600,13981,118.8,Under,Male,NonGrad,R5_WhiteNonLatinx,29016
GA,1600,116,118.8,Under,Male,Grad,R5_Other,31000
GA,1600,2483,118.8,Under,Male,Grad,R5_Black,31319
GA,1600,243,118.8,Under,Male,Grad,R5_Latinx,33835
GA,1600,159,118.8,Under,Male,Grad,R5_Asian,500
GA,1600,4216,118.8,Under,Male,Grad,R5_WhiteNonLatinx,34627
GA,1600,19,118.8,EqualOrOver,Female,NonGrad,R5_Other,7500
GA,1600,9597,118.8,EqualOrOver,Female,NonGrad,R5_Black,25436
GA,1600,176,118.8,EqualOrOver,Female,NonGrad,R5_Latinx,12500
GA,1600,618,118.8,EqualOrOver,Female,NonGrad,R5_Asian,24981
GA,1600,19491,118.8,EqualOrOver,Female,NonGrad,R5_WhiteNonLatinx,31428
GA,1600,214,118.8,EqualOrOver,Female,Grad,R5_Other,70243
GA,1600,1996,118.8,EqualOrOver,Female,Grad,R5_Black,49601
GA,1600,61,118.8,EqualOrOver,Female,Grad,R5_Latinx,0
GA,1600,153,118.8,EqualOrOver,Female,Grad,R5_Asian,5661
GA,1600,6600,118.8,EqualOrOver,Female,Grad,R5_WhiteNonLatinx,38155
GA,1600,187,118.8,EqualOrOver,Male,NonGrad,R5_Other,27790
GA,1600,11368,118.8,EqualOrOver,Male,NonGrad,R5_Black,26208
GA,1600,126,118.8,EqualOrOver,Male,NonGrad,R5_Latinx,83400
GA,1600,18695,118.8,EqualOrOver,Male,NonGrad,R5_WhiteNonLatinx,39760
GA,1600,502,118.8,EqualOrOver,Male,Grad,R5_Other,182829
GA,1600,485,118.8,EqualOrOver,Male,Grad,R5_Black,51235
GA,1600,27,118.8,EqualOrOver,Male,Grad,R5_Latinx,37400
GA,1600,325,118.8,EqualOrOver,Male,Grad,R5_Asian,515615
GA,1600,5509,118.8,EqualOrOver,Male,Grad,R5_WhiteNonLatinx,81528
GA,1700,540,1579.6,Under,Female,NonGrad,R5_Other,36782
GA,1700,11812,1579.6,Under,Female,NonGrad,R5_Black,19127
GA,1700,1738,1579.6,Under,Female,NonGrad,R5_Latinx,24330
GA,1700,160,1579.6,Under,Female,NonGrad,R5_Asian,573
GA,1700,9023,1579.6,Under,Female,NonGrad,R5_WhiteNonLatinx,15164
GA,1700,553,1579.6,Under,Female,Grad,R5_Other,24897
GA,1700,7036,1579.6,Under,Female,Grad,R5_Black,21851
GA,1700,736,1579.6,Under,Female,Grad,R5_Latinx,12046
GA,1700,370,1579.6,Under,Female,Grad,R5_Asian,51607
GA,1700,6005,1579.6,Under,Female,Grad,R5_WhiteNonLatinx,23583
GA,1700,1489,1579.6,Under,Male,NonGrad,R5_Other,26638
GA,1700,14787,1579.6,Under,Male,NonGrad,R5_Black,23193
GA,1700,1651,1579.6,Under,Male,NonGrad,R5_Latinx,28223
GA,1700,32,1579.6,Under,Male,NonGrad,R5_Asian,35000
GA,1700,11388,1579.6,Under,Male,NonGrad,R5_WhiteNonLatinx,25139
GA,1700,549,1579.6,Under,Male,Grad,R5_Other,50694
GA,1700,2807,1579.6,Under,Male,Grad,R5_Black,30936
GA,1700,398,1579.6,Under,Male,Grad,R5_Latinx,27876
GA,1700,798,1579.6,Under,Male,Grad,R5_Asian,30994
GA,1700,7830,1579.6,Under,Male,Grad,R5_WhiteNonLatinx,60942
GA,1700,271,1579.6,EqualOrOver,Female,NonGrad,R5_Other,15406
GA,1700,13822,1579.6,EqualOrOver,Female,NonGrad,R5_Black,19332
GA,1700,822,1579.6,EqualOrOver,Female,NonGrad,R5_Latinx,8782
GA,1700,610,1579.6,EqualOrOver,Female,NonGrad,R5_Asian,13960
GA,1700,13389,1579.6,EqualOrOver,Female,NonGrad,R5_WhiteNonLatinx,22947
GA,1700,125,1579.6,EqualOrOver,Female,Grad,R5_Other,32960
GA,1700,4647,1579.6,EqualOrOver,Female,Grad,R5_Black,44095
GA,1700,455,1579.6,EqualOrOver,Female,Grad,R5_Latinx,53268
GA,1700,177,1579.6,EqualOrOver,Female,Grad,R5_Asian,32278
GA,1700,5014,1579.6,EqualOrOver,Female,Grad,R5_WhiteNonLatinx,48748
GA,1700,441,1579.6,EqualOrOver,Male,NonGrad,R5_Other,24946
GA,1700,11919,1579.6,EqualOrOver,Male,NonGrad,R5_Black,28709
GA,1700,1334,1579.6,EqualOrOver,Male,NonGrad,R5_Latinx,53160
GA,1700,167,1579.6,EqualOrOver,Male,NonGrad,R5_Asian,51498
GA,1700,9621,1579.6,EqualOrOver,Male,NonGrad,R5_WhiteNonLatinx,37682
GA,1700,135,1579.6,EqualOrOver,Male,Grad,R5_Other,68000
GA,1700,2266,1579.6,EqualOrOver,Male,Grad,R5_Black,72806
GA,1700,343,1579.6,EqualOrOver,Male,Grad,R5_Latinx,91255
GA,1700,125,1579.6,EqualOrOver,Male,Grad,R5_Asian,491144
GA,1700,6137,1579.6,EqualOrOver,Male,Grad,R5_WhiteNonLatinx,95050
GA,1800,914,55.8,Under,Female,NonGrad,R5_Other,18154
GA,1800,9231,55.8,Under,Female,NonGrad,R5_Black,17708
GA,1800,208,55.8,Under,Female,NonGrad,R5_Latinx,2393
GA,1800,156,55.8,Under,Female,NonGrad,R5_Asian,10097
GA,1800,6908,55.8,Under,Female,NonGrad,R5_WhiteNonLatinx,15392
GA,1800,140,55.8,Under,Female,Grad,R5_Other,1174
GA,1800,4623,55.8,Under,Female,Grad,R5_Black,19933
GA,1800,138,55.8,Under,Female,Grad,R5_Asian,297
GA,1800,3992,55.8,Under,Female,Grad,R5_WhiteNonLatinx,24696
GA,1800,744,55.8,Under,Male,NonGrad,R5_Other,11479
GA,1800,9395,55.8,Under,Male,NonGrad,R5_Black,16784
GA,1800,300,55.8,Under,Male,NonGrad,R5_Latinx,16159
GA,1800,46,55.8,Under,Male,NonGrad,R5_Asian,67567
GA,1800,8607,55.8,Under,Male,NonGrad,R5_WhiteNonLatinx,32209
GA,1800,367,55.8,Under,Male,Grad,R5_Other,1798
GA,1800,1005,55.8,Under,Male,Grad,R5_Black,9774
GA,1800,306,55.8,Under,Male,Grad,R5_Latinx,33386
GA,1800,10,55.8,Under,Male,Grad,R5_Asian,59756
GA,1800,3040,55.8,Under,Male,Grad,R5_WhiteNonLatinx,64498
GA,1800,184,55.8,EqualOrOver,Female,NonGrad,R5_Other,17228
GA,1800,10616,55.8,EqualOrOver,Female,NonGrad,R5_Black,15942
GA,1800,79,55.8,EqualOrOver,Female,NonGrad,R5_Latinx,0
GA,1800,224,55.8,EqualOrOver,Female,NonGrad,R5_Asian,11105
GA,1800,18803,55.8,EqualOrOver,Female,NonGrad,R5_WhiteNonLatinx,24794
GA,1800,73,55.8,EqualOrOver,Female,Grad,R5_Other,68400
GA,1800,3026,55.8,EqualOrOver,Female,Grad,R5_Black,50917
GA,1800,99,55.8,EqualOrOver,Female,Grad,R5_Latinx,175000
GA,1800,92,55.8,EqualOrOver,Female,Grad,R5_Asian,32534
GA,1800,5963,55.8,EqualOrOver,Female,Grad,R5_WhiteNonLatinx,51225
GA,1800,159,55.8,EqualOrOver,Male,NonGrad,R5_Other,17126
GA,1800,11998,55.8,EqualOrOver,Male,NonGrad,R5_Black,24866
GA,1800,78,55.8,EqualOrOver,Male,NonGrad,R5_Latinx,15226
GA,1800,150,55.8,EqualOrOver,Male,NonGrad,R5_Asian,32275
GA,1800,17154,55.8,EqualOrOver,Male,NonGrad,R5_WhiteNonLatinx,41219
GA,1800,23,55.8,EqualOrOver,Male,Grad,R5_Other,42400
GA,1800,341,55.8,EqualOrOver,Male,Grad,R5_Black,79641
GA,1800,54,55.8,EqualOrOver,Male,Grad,R5_Latinx,67000
GA,1800,43,55.8,EqualOrOver,Male,Grad,R5_Asian,33103
GA,1800,5251,55.8,EqualOrOver,Male,Grad,R5_WhiteNonLatinx,68695
GA,1900,214,217.2,Under,Female,NonGrad,R5_Other,30343
GA,1900,7859,217.2,Under,Female,NonGrad,R5_Black,16705
GA,1900,141,217.2,Under,Female,NonGrad,R5_Latinx,0
GA,1900,71,217.2,Under,Female,NonGrad,R5_Asian,0
GA,1900,10943,217.2,Under,Female,NonGrad,R5_WhiteNonLatinx,18568
GA,1900,90,217.2,Under,Female,Grad,R5_Other,0
GA,1900,1868,217.2,Under,Female,Grad,R5_Black,20904
GA,1900,0,217.2,Under,Female,Grad,R5_Latinx,30000
GA,1900,72,217.2,Under,Female,Grad,R5_Asian,10100
GA,1900,4656,217.2,Under,Female,Grad,R5_WhiteNonLatinx,31235
GA,1900,768,217.2,Under,Male,NonGrad,R5_Other,15557
GA,1900,6923,217.2,Under,Male,NonGrad,R5_Black,17402
GA,1900,310,217.2,Under,Male,NonGrad,R5_Latinx,36985
GA,1900,0,217.2,Under,Male,NonGrad,R5_Asian,30000
GA,1900,12562,217.2,Under,Male,NonGrad,R5_WhiteNonLatinx,31945
GA,1900,97,217.2,Under,Male,Grad,R5_Other,8000
GA,1900,695,217.2,Under,Male,Grad,R5_Black,60140
GA,1900,632,217.2,Under,Male,Grad,R5_Latinx,21210
GA,1900,3015,217.2,Under,Male,Grad,R5_WhiteNonLatinx,48897
GA,1900,98,217.2,EqualOrOver,Female,NonGrad,R5_Other,102
GA,1900,7628,217.2,EqualOrOver,Female,NonGrad,R5_Black,16794
GA,1900,451,217.2,EqualOrOver,Female,NonGrad,R5_Latinx,8585
GA,1900,406,217.2,EqualOrOver,Female,NonGrad,R5_Asian,25714
GA,1900,20850,217.2,EqualOrOver,Female,NonGrad,R5_WhiteNonLatinx,22865
GA,1900,61,217.2,EqualOrOver,Female,Grad,R5_Other,250000
GA,1900,687,217.2,EqualOrOver,Female,Grad,R5_Black,35908
GA,1900,169,217.2,EqualOrOver,Female,Grad,R5_Latinx,9260
GA,1900,334,217.2,EqualOrOver,Female,Grad,R5_Asian,0
GA,1900,4579,217.2,EqualOrOver,Female,Grad,R5_WhiteNonLatinx,47245
GA,1900,221,217.2,EqualOrOver,Male,NonGrad,R5_Other,35140
GA,1900,6315,217.2,EqualOrOver,Male,NonGrad,R5_Black,29429
GA,1900,244,217.2,EqualOrOver,Male,NonGrad,R5_Latinx,79869
GA,1900,19907,217.2,EqualOrOver,Male,NonGrad,R5_WhiteNonLatinx,41122
GA,1900,181,217.2,EqualOrOver,Male,Grad,R5_Other,29337
GA,1900,551,217.2,EqualOrOver,Male,Grad,R5_Black,51080
GA,1900,322,217.2,EqualOrOver,Male,Grad,R5_Asian,41791
GA,1900,3811,217.2,EqualOrOver,Male,Grad,R5_WhiteNonLatinx,101986
GA,2001,56,2541.4,Under,Female,NonGrad,R5_Other,29670
GA,2001,10360,2541.4,Under,Female,NonGrad,R5_Black,18996
GA,2001,261,2541.4,Under,Female,NonGrad,R5_Latinx,8546
GA,2001,325,2541.4,Under,Female,NonGrad,R5_Asian,9793
GA,2001,155,2541.4,Under,Female,NonGrad,R5_WhiteNonLatinx,31146
GA,2001,146,2541.4,Under,Female,Grad,R5_Other,3000
GA,2001,10047,2541.4,Under,Female,Grad,R5_Black,31737
GA,2001,257,2541.4,Under,Female,Grad,R5_Latinx,57823
GA,2001,496,2541.4,Under,Female,Grad,R5_WhiteNonLatinx,39599
GA,2001,142,2541.4,Under,Male,NonGrad,R5_Other,43218
GA,2001,15556,2541.4,Under,Male,NonGrad,R5_Black,22774
GA,2001,336,2541.4,Under,Male,NonGrad,R5_Latinx,40952
GA,2001,0,2541.4,Under,Male,NonGrad,R5_Asian,23241
GA,2001,963,2541.4,Under,Male,NonGrad,R5_WhiteNonLatinx,71817
GA,2001,6901,2541.4,Under,Male,Grad,R5_Black,35232
GA,2001,105,2541.4,Under,Male,Grad,R5_Latinx,75714
GA,2001,105,2541.4,Under,Male,Grad,R5_Asian,0
GA,2001,420,2541.4,Under,Male,Grad,R5_WhiteNonLatinx,39764
GA,2001,351,2541.4,EqualOrOver,Female,NonGrad,R5_Other,22209
GA,2001,17045,2541.4,EqualOrOver,Female,NonGrad,R5_Black,29407
GA,2001,548,2541.4,EqualOrOver,Female,NonGrad,R5_Latinx,27128
GA,2001,0,2541.4,EqualOrOver,Female,NonGrad,R5_Asian,8700
GA,2001,798,2541.4,EqualOrOver,Female,NonGrad,R5_WhiteNonLatinx,22052
GA,2001,11008,2541.4,EqualOrOver,Female,Grad,R5_Black,44416
GA,2001,342,2541.4,EqualOrOver,Female,Grad,R5_WhiteNonLatinx,23107
GA,2001,0,2541.4,EqualOrOver,Male,NonGrad,R5_Other,12000
GA,2001,13850,2541.4,EqualOrOver,Male,NonGrad,R5_Black,34022
GA,2001,214,2541.4,EqualOrOver,Male,NonGrad,R5_Latinx,22979
GA,2001,0,2541.4,EqualOrOver,Male,NonGrad,R5_Asian,3209
GA,2001,1086,2541.4,EqualOrOver,Male,NonGrad,R5_WhiteNonLatinx,26535
GA,2001,7055,2541.4,EqualOrOver,Male,Grad,R5_Black,51736
GA,2001,345,2541.4,EqualOrOver,Male,Grad,R5_WhiteNonLatinx,68262
GA,2002,124,3689.4,Under,Female,NonGrad,R5_Other,17630
GA,2002,8282,3689.4,Under,Female,NonGrad,R5_Black,21052
GA,2002,76,3689.4,Under,Female,NonGrad,R5_Latinx,4000
GA,2002,86,3689.4,Under,Female,NonGrad,R5_Asian,19709
GA,2002,1673,3689.4,Under,Female,NonGrad,R5_WhiteNonLatinx,28299
GA,2002,844,3689.4,Under,Female,Grad,R5_Other,33614
GA,2002,6688,3689.4,Under,Female,Grad,R5_Black,38275
GA,2002,803,3689.4,Under,Female,Grad,R5_Latinx,23945
GA,2002,952,3689.4,Under,Female,Grad,R5_Asian,29069
GA,2002,10602,3689.4,Under,Female,Grad,R5_WhiteNonLatinx,49500
GA,2002,70,3689.4,Under,Male,NonGrad,R5_Other,17595
GA,2002,6915,3689.4,Under,Male,NonGrad,R5_Black,21582
GA,2002,177,3689.4,Under,Male,NonGrad,R5_Latinx,34005
GA,2002,0,3689.4,Under,Male,NonGrad,R5_Asian,13747
GA,2002,1841,3689.4,Under,Male,NonGrad,R5_WhiteNonLatinx,43652
GA,2002,538,3689.4,Under,Male,Grad,R5_Other,58911
GA,2002,4833,3689.4,Under,Male,Grad,R5_Black,30980
GA,2002,329,3689.4,Under,Male,Grad,R5_Latinx,6636
GA,2002,692,3689.4,Under,Male,Grad,R5_Asian,62579
GA,2002,7921,3689.4,Under,Male,Grad,R5_WhiteNonLatinx,99029
GA,2002,31,3689.4,EqualOrOver,Female,NonGrad,R5_Other,14000
GA,2002,11749,3689.4,EqualOrOver,Female,NonGrad,R5_Black,17999
GA,2002,542,3689.4,EqualOrOver,Female,NonGrad,R5_Latinx,14000
GA,2002,162,3689.4,EqualOrOver,Female,NonGrad,R5_Asian,3446
GA,2002,4035,3689.4,EqualOrOver,Female,NonGrad,R5_WhiteNonLatinx,34606
GA,2002,251,3689.4,EqualOrOver,Female,Grad,R5_Other,88382
GA,2002,2820,3689.4,EqualOrOver,Female,Grad,R5_Black,43496
GA,2002,180,3689.4,EqualOrOver,Female,Grad,R5_Latinx,27400
GA,2002,63,3689.4,EqualOrOver,Female,Grad,R5_Asian,166154
GA,2002,9044,3689.4,EqualOrOver,Female,Grad,R5_WhiteNonLatinx,68222
GA,2002,183,3689.4,EqualOrOver,Male,NonGrad,R5_Other,31567
GA,2002,6580,3689.4,EqualOrOver,Male,NonGrad,R5_Black,31011
GA,2002,115,3689.4,EqualOrOver,Male,NonGrad,R5_Asian,20488
GA,2002,2716,3689.4,EqualOrOver,Male,NonGrad,R5_WhiteNonLatinx,79046
GA,2002,31,3689.4,EqualOrOver,Male,Grad,R5_Other,24000
GA,2002,1741,3689.4,EqualOrOver,Male,Grad,R5_Black,100650
GA,2002,98,3689.4,EqualOrOver,Male,Grad,R5_Latinx,112796
GA,2002,349,3689.4,EqualOrOver,Male,Grad,R5_Asian,280607
GA,2002,7506,3689.4,EqualOrOver,Male,Grad,R5_WhiteNonLatinx,155196
GA,2003,393,3211.0,Under,Female,NonGrad,R5_Other,17612
GA,2003,7340,3211.0,Under,Female,NonGrad,R5_Black,16272
GA,2003,792,3211.0,Under,Female,NonGrad,R5_Latinx,10131
GA,2003,214,3211.0,Under,Female,NonGrad,R5_Asian,8401
GA,2003,2128,3211.0,Under,Female,NonGrad,R5_WhiteNonLatinx,19309
GA,2003,738,3211.0,Under,Female,Grad,R5_Other,28099
GA,2003,9765,3211.0,Under,Female,Grad,R5_Black,31286
GA,2003,450,3211.0,Under,Female,Grad,R5_Latinx,29004
GA,2003,890,3211.0,Under,Female,Grad,R5_Asian,22057
GA,2003,6965,3211.0,Under,Female,Grad,R5_WhiteNonLatinx,53985
GA,2003,699,3211.0,Under,Male,NonGrad,R5_Other,38114
GA,2003,9982,3211.0,Under,Male,NonGrad,R5_Black,30856
GA,2003,169,3211.0,Under,Male,NonGrad,R5_Latinx,22457
GA,2003,0,3211.0,Under,Male,NonGrad,R5_Asian,23686
GA,2003,2440,3211.0,Under,Male,NonGrad,R5_WhiteNonLatinx,32057
GA,2003,256,3211.0,Under,Male,Grad,R5_Other,29055
GA,2003,1980,3211.0,Under,Male,Grad,R5_Black,50841
GA,2003,302,3211.0,Under,Male,Grad,R5_Latinx,174453
GA,2003,1133,3211.0,Under,Male,Grad,R5_Asian,36010
GA,2003,6406,3211.0,Under,Male,Grad,R5_WhiteNonLatinx,65784
GA,2003,392,3211.0,EqualOrOver,Female,NonGrad,R5_Other,11623
GA,2003,6424,3211.0,EqualOrOver,Female,NonGrad,R5_Black,21303
GA,2003,742,3211.0,EqualOrOver,Female,NonGrad,R5_Latinx,22386
GA,2003,810,3211.0,EqualOrOver,Female,NonGrad,R5_Asian,13232
GA,2003,6459,3211.0,EqualOrOver,Female,NonGrad,R5_WhiteNonLatinx,39767
GA,2003,320,3211.0,EqualOrOver,Female,Grad,R5_Other,74079
GA,2003,4041,3211.0,EqualOrOver,Female,Grad,R5_Black,53594
GA,2003,732,3211.0,EqualOrOver,Female,Grad,R5_Latinx,55777
GA,2003,597,3211.0,EqualOrOver,Female,Grad,R5_Asian,53797
GA,2003,11037,3211.0,EqualOrOver,Female,Grad,R5_WhiteNonLatinx,57418
GA,2003,172,3211.0,EqualOrOver,Male,NonGrad,R5_Other,40000
GA,2003,6795,3211.0,EqualOrOver,Male,NonGrad,R5_Black,34272
GA,2003,123,3211.0,EqualOrOver,Male,NonGrad,R5_Latinx,33340
GA,2003,412,3211.0,EqualOrOver,Male,NonGrad,R5_Asian,12790
GA,2003,5755,3211.0,EqualOrOver,Male,NonGrad,R5_WhiteNonLatinx,50272
GA,2003,503,3211.0,EqualOrOver,Male,Grad,R5_Other,82392
GA,2003,2860,3211.0,EqualOrOver,Male,Grad,R5_Black,81866
GA,2003,207,3211.0,EqualOrOver,Male,Grad,R5_Latinx,97882
GA,2003,529,3211.0,EqualOrOver,Male,Grad,R5_Asian,150652
GA,2003,9344,3211.0,EqualOrOver,Male,Grad,R5_WhiteNonLatinx,103490
GA,2004,770,4047.6,Under,Female,NonGrad,R5_Other,17112
GA,2004,1555,4047.6,Under,Female,NonGrad,R5_Black,19576
GA,2004,336,4047.6,Under,Female,NonGrad,R5_Latinx,12561
GA,2004,1114,4047.6,Under,Female,NonGrad,R5_Asian,12738
GA,2004,2190,4047.6,Under,Female,NonGrad,R5_WhiteNonLatinx,19867
GA,2004,843,4047.6,Under,Female,Grad,R5_Other,64449
GA,2004,3325,4047.6,Under,Female,Grad,R5_Black,55288
GA,2004,624,4047.6,Under,Female,Grad,R5_Latinx,46322
GA,2004,1604,4047.6,Under,Female,Grad,R5_Asian,47714
GA,2004,11771,4047.6,Under,Female,Grad,R5_WhiteNonLatinx,71554
GA,2004,752,4047.6,Under,Male,NonGrad,R5_Other,25445
GA,2004,2443,4047.6,Under,Male,NonGrad,R5_Black,45791
GA,2004,429,4047.6,Under,Male,NonGrad,R5_Latinx,24351
GA,2004,771,4047.6,Under,Male,NonGrad,R5_Asian,26531
GA,2004,2493,4047.6,Under,Male,NonGrad,R5_WhiteNonLatinx,59159
GA,2004,981,4047.6,Under,Male,Grad,R5_Other,43946
GA,2004,3330,4047.6,Under,Male,Grad,R5_Black,68039
GA,2004,69,4047.6,Under,Male,Grad,R5_Latinx,127964
GA,2004,1349,4047.6,Under,Male,Grad,R5_Asian,87806
GA,2004,12129,4047.6,Under,Male,Grad,R5_WhiteNonLatinx,115646
GA,2004,316,4047.6,EqualOrOver,Female,NonGrad,R5_Other,6511
GA,2004,1465,4047.6,EqualOrOver,Female,NonGrad,R5_Black,23849
GA,2004,166,4047.6,EqualOrOver,Female,NonGrad,R5_Latinx,11777
GA,2004,654,4047.6,EqualOrOver,Female,NonGrad,R5_Asian,14637
GA,2004,5776,4047.6,EqualOrOver,Female,NonGrad,R5_WhiteNonLatinx,43882
GA,2004,33,4047.6,EqualOrOver,Female,Grad,R5_Other,149400
GA,2004,1220,4047.6,EqualOrOver,Female,Grad,R5_Black,87529
GA,2004,437,4047.6,EqualOrOver,Female,Grad,R5_Latinx,41007
GA,2004,636,4047.6,EqualOrOver,Female,Grad,R5_Asian,61755
GA,2004,10833,4047.6,EqualOrOver,Female,Grad,R5_WhiteNonLatinx,72109
GA,2004,522,4047.6,EqualOrOver,Male,NonGrad,R5_Other,16772
GA,2004,618,4047.6,EqualOrOver,Male,NonGrad,R5_Black,30946
GA,2004,291,4047.6,EqualOrOver,Male,NonGrad,R5_Latinx,20316
GA,2004,586,4047.6,EqualOrOver,Male,NonGrad,R5_Asian,38785
GA,2004,3986,4047.6,EqualOrOver,Male,NonGrad,R5_WhiteNonLatinx,37927
GA,2004,763,4047.6,EqualOrOver,Male,Grad,R5_Other,112802
GA,2004,601,4047.6,EqualOrOver,Male,Grad,R5_Black,93913
GA,2004,820,4047.6,EqualOrOver,Male,Grad,R5_Latinx,57397
GA,2004,732,4047.6,EqualOrOver,Male,Grad,R5_Asian,100104
GA,2004,10680,4047.6,EqualOrOver,Male,Grad,R5_WhiteNonLatinx,164693
GA,2100,1678,429.8,Under,Female,NonGrad,R5_Other,16296
GA,2100,2501,429.8,Under,Female,NonGrad,R5_Black,29928
GA,2100,252,429.8,Under,Female,NonGrad,R5_Latinx,28449
GA,2100,141,429.8,Under,Female,NonGrad,R5_Asian,37951
GA,2100,8186,429.8,Under,Female,NonGrad,R5_WhiteNonLatinx,16938
GA,2100,128,429.8,Under,Female,Grad,R5_Other,30600
GA,2100,1762,429.8,Under,Female,Grad,R5_Black,35810
GA,2100,521,429.8,Under,Female,Grad,R5_Latinx,9630
GA,2100,263,429.8,Under,Female,Grad,R5_Asian,77888
GA,2100,8781,429.8,Under,Female,Grad,R5_WhiteNonLatinx,36228
GA,2100,889,429.8,Under,Male,NonGrad,R5_Other,27081
